KH.100170058	KY.Chr1.1142
KH.C6.301	KY.Chr6.448
KH.C6.302	KY.Chr6.392
KH.C6.303	KY.Chr6.372
KH.C6.304	KY.Chr6.462
KH.C6.305	KY.Chr6.411
KH.C6.306	KY.Chr6.265
KH.C6.307	KY.Chr6.574
KH.C6.30	KY.Chr6.450
KH.C6.311	KY.Chr6.573
KH.C6.31	KY.Chr6.410
KH.C6.32	KY.Chr6.574
KH.C6.33	KY.Chr6.449
KH.C6.34	KY.Chr6.580
KH.C6.35	KY.Chr6.385
KH.C6.36	KY.Chr6.474
KH.C6.37	KY.Chr6.36
KH.C6.38	KY.Chr6.454
KH.C6.39	KY.Chr6.480
KH.C6.3	KY.Chr6.352
KH.C6.40	KY.Chr6.402
KH.C6.41	KY.Chr6.386
KH.C6.42	KY.Chr6.415
KH.C6.43	KY.Chr6.428
KH.C6.44	KY.Chr6.239
KH.C6.45	KY.Chr6.572
KH.C6.46	KY.Chr6.243
KH.C6.47	KY.Chr6.35
KH.C6.48	KY.Chr6.231
KH.C6.49	KY.Chr6.43
KH.C6.4	KY.Chr6.519
KH.C6.50	KY.Chr6.77
KH.C6.51	KY.Chr6.55
KH.C6.52	KY.Chr6.229
KH.C6.53	KY.Chr6.366
KH.C6.54	KY.Chr6.375
KH.C6.55	KY.Chr6.331
KH.C6.56	KY.Chr6.513
KH.C6.57	KY.Chr6.72
KH.C6.58	KY.Chr6.378
KH.C6.59	KY.Chr6.53
KH.C6.5	KY.Chr6.397
KH.C6.61	KY.Chr6.506
KH.C6.62	KY.Chr6.232
KH.C6.63	KY.Chr6.44
KH.C6.64	KY.Chr6.350
KH.C6.65	KY.Chr6.419
KH.C6.66	KY.Chr6.362
KH.C6.67	KY.Chr6.569
KH.C6.68	KY.Chr6.50
KH.C6.69	KY.Chr6.484
KH.C6.6	KY.Chr6.444
KH.C6.70	KY.Chr6.544
KH.C6.71	KY.Chr6.60
KH.C6.72	KY.Chr6.468
KH.C6.73	KY.Chr6.240
KH.C6.74	KY.Chr6.268
KH.C6.75	KY.Chr6.348
KH.C6.76	KY.Chr6.539
KH.C6.77	KY.Chr6.506
KH.C6.78	KY.Chr6.76
KH.C6.79	KY.Chr6.559
KH.C6.7	KY.Chr6.369
KH.C6.80	KY.Chr6.408
KH.C6.81	KY.Chr6.364
KH.C6.82	KY.Chr6.273
KH.C6.83	KY.Chr6.274
KH.C6.84	KY.Chr6.568
KH.C6.85	KY.Chr6.242
KH.C6.86	KY.Chr6.500
KH.C6.87	KY.Chr6.41
KH.C6.88	KY.Chr6.383
KH.C6.89	KY.Chr6.379
KH.C6.8	KY.Chr6.450
KH.C6.91	KY.Chr6.248
KH.C6.92	KY.Chr6.267
KH.C6.93	KY.Chr6.46
KH.C6.94	KY.Chr6.477
KH.C6.95	KY.Chr6.469
KH.C6.96	KY.Chr6.33
KH.C6.97	KY.Chr6.398
KH.C6.98	KY.Chr6.468
KH.C6.99	KY.Chr6.554
KH.C6.9	KY.Chr6.564
KH.C7.100	KY.Chr7.550
KH.C7.101	KY.Chr7.701
KH.C7.102	KY.Chr7.882
KH.C7.103	KY.UAContig20.1
KH.C7.104	KY.Chr7.661
KH.C7.105	KY.Chr7.645
KH.C7.106	KY.Chr7.784
KH.C7.107	KY.Chr7.632
KH.C7.108	KY.Chr7.270
KH.C7.109	KY.Chr7.805
KH.C7.10	KY.Chr7.777
KH.C7.110	KY.Chr7.1018
KH.C7.111	KY.Chr7.475
KH.C7.112	KY.Chr7.932
KH.C7.113	KY.Chr7.709
KH.C7.114	KY.Chr7.853
KH.C7.115	KY.Chr7.646
KH.C7.116	KY.Chr7.501
KH.C7.117	KY.Chr7.276
KH.C7.118	KY.Chr7.1121
KH.C7.119	KY.Chr7.484
KH.C7.11	KY.Chr7.264
KH.C7.120	KY.Chr7.309
KH.C7.121	KY.Chr7.427
KH.C7.122	KY.Chr7.1154
KH.C7.123	KY.Chr7.740
KH.C7.124	KY.Chr7.779
KH.C7.125	KY.Chr7.655
KH.C7.126	KY.Chr7.568
KH.C7.127	KY.Chr7.473
KH.C7.128	KY.Chr7.768
KH.C7.129	KY.Chr7.774
KH.C7.12	KY.Chr7.975
KH.C7.130	KY.Chr7.772
KH.C7.131	KY.Chr7.246
KH.C7.132	KY.Chr7.938
KH.C7.133	KY.Chr7.773
KH.C7.135	KY.Chr7.879
KH.C7.136	KY.Chr7.458
KH.C7.137	KY.Chr7.211
KH.C7.138	KY.Chr7.751
KH.C7.139	KY.Chr7.1132
KH.C7.13	KY.Chr7.364
KH.C7.140	KY.Chr7.1017
KH.C7.141	KY.Chr7.396
KH.C7.142	KY.Chr7.1075
KH.C7.143	KY.Chr7.1059
KH.C7.144	KY.Chr7.766
KH.C7.145	KY.Chr7.471
KH.C7.146	KY.Chr7.275
KH.C7.147	KY.Chr7.611
KH.C7.148	KY.Chr7.1044
KH.C7.149	KY.Chr7.401
KH.C7.14	KY.Chr7.852
KH.C7.150	KY.Chr7.702
KH.C7.151	KY.Chr7.1038
KH.C7.152	KY.Chr7.855
KH.C7.153	KY.Chr7.1180
KH.C7.154	KY.Chr7.872
KH.C7.155	KY.Chr7.270
KH.C7.156	KY.Chr7.1126
KH.C7.157	KY.Chr7.1157
KH.C7.158	KY.Chr7.636
KH.C7.159	KY.Chr7.410
KH.C7.15	KY.Chr7.693
KH.C7.160	KY.Chr7.1011
KH.C7.161	KY.Chr7.977
KH.C7.162	KY.Chr7.525
KH.C7.163	KY.Chr7.888
KH.C7.164	KY.Chr7.983
KH.C7.165	KY.Chr7.951
KH.C7.166	KY.Chr7.253
KH.C7.167	KY.Chr7.825
KH.C7.168	KY.Chr7.634
KH.C7.169	KY.Chr7.1082
KH.C7.16	KY.Chr7.1072
KH.C7.170	KY.Chr7.519
KH.C7.172	KY.Chr7.812
KH.C7.173	KY.Chr7.1042
KH.C7.174	KY.Chr7.616
KH.C7.175	KY.Chr7.1043
KH.C7.176	KY.Chr7.753
KH.C7.177	KY.Chr7.302
KH.C7.178	KY.Chr7.1130
KH.C7.179	KY.Chr7.612
KH.C7.17	KY.Chr7.688
KH.C7.180	KY.Chr7.843
KH.C7.181	KY.Chr7.1144
KH.C7.182	KY.Chr7.800
KH.C7.183	KY.Chr7.1209
KH.C7.184	KY.Chr7.856
KH.C7.185	KY.Chr7.721
KH.C7.186	KY.Chr7.228
KH.C7.187	KY.Chr7.238
KH.C7.188	KY.Chr7.783
KH.C7.18	KY.Chr7.225
KH.C7.190	KY.Chr7.1115
KH.C7.191	KY.Chr7.720
KH.C7.192	KY.Chr7.980
KH.C7.193	KY.Chr7.254
KH.C7.194	KY.Chr7.619
KH.C7.195	KY.Chr7.943
KH.C7.196	KY.Chr7.482
KH.C7.197	KY.Chr7.614
KH.C7.198	KY.Chr7.840
KH.C7.199	KY.Chr7.643
KH.C7.19	KY.Chr7.842
KH.C7.1	KY.Chr7.857
KH.C7.200	KY.Chr7.529
KH.C7.201	KY.Chr7.1191
KH.C7.202	KY.Chr7.488
KH.C7.203	KY.Chr7.1040
KH.C7.204	KY.Chr7.1027
KH.C7.205	KY.Chr7.1211
KH.C7.206	KY.Chr7.301
KH.C7.207	KY.Chr7.474
KH.C7.208	KY.Chr7.231
KH.C7.209	KY.Chr7.435
KH.C7.20	KY.Chr7.696
KH.C7.210	KY.Chr7.806
KH.C7.211	KY.Chr7.448
KH.C7.212	KY.Chr7.1148
KH.C7.213	KY.Chr7.1125
KH.C7.214	KY.Chr7.648
KH.C7.215	KY.Chr7.414
KH.C7.216	KY.Chr7.787
KH.C7.217	KY.Chr7.222
KH.C7.218	KY.Chr7.762
KH.C7.219	KY.Chr7.541
KH.C7.21	KY.Chr7.413
KH.C7.220	KY.Chr7.926
KH.C7.221	KY.Chr7.758
KH.C7.222	KY.Chr7.1210
KH.C7.223	KY.Chr7.207
KH.C7.224	KY.Chr7.671
KH.C7.225	KY.Chr7.913
KH.C7.226	KY.Chr7.1033
KH.C7.227	KY.Chr7.744
KH.C7.228	KY.Chr7.1025
KH.C7.229	KY.Chr7.716
KH.C7.22	KY.Chr7.456
KH.C7.230	KY.Chr7.870
KH.C7.231	KY.Chr7.910
KH.C7.232	KY.Chr7.728
KH.C7.233	KY.Chr7.953
KH.C7.234	KY.Chr7.779
KH.C7.235	KY.Chr7.955
KH.C7.236	KY.Chr7.1029
KH.C7.237	KY.Chr7.427
KH.C7.238	KY.Chr7.300
KH.C7.239	KY.Chr7.993
KH.C7.240	KY.Chr7.1030
KH.C7.241	KY.Chr7.534
KH.C7.242	KY.Chr7.378
KH.C7.243	KY.Chr7.359
KH.C7.244	KY.Chr7.438
KH.C7.246	KY.Chr7.497
KH.C7.247	KY.Chr7.840
KH.C7.248	KY.Chr7.259
KH.C7.249	KY.Chr7.707
KH.C7.24	KY.Chr7.848
KH.C7.250	KY.Chr7.1171
KH.C7.251	KY.Chr7.431
KH.C7.252	KY.Chr7.816
KH.C7.253	KY.Chr7.660
KH.C7.254	KY.Chr7.1052
KH.C7.255	KY.Chr7.212
KH.C7.256	KY.Chr7.569
KH.C7.257	KY.Chr7.815
KH.C7.258	KY.Chr7.268
KH.C7.259	KY.Chr7.508
KH.C7.25	KY.Chr7.658
KH.C7.260	KY.Chr7.937
KH.C7.261	KY.Chr7.394
KH.C7.262	KY.Chr7.903
KH.C7.263	KY.Chr7.942
KH.C7.264	KY.Chr7.663
KH.C7.265	KY.Chr7.464
KH.C7.266	KY.Chr7.857
KH.C7.267	KY.Chr7.1201
KH.C7.268	KY.Chr7.409
KH.C7.269	KY.Chr7.1158
KH.C7.26	KY.Chr7.889
KH.C7.270	KY.Chr7.797
KH.C7.271	KY.Chr7.905
KH.C7.272	KY.Chr7.930
KH.C7.273	KY.Chr7.833
KH.C7.274	KY.Chr7.362
KH.C7.275	KY.Chr7.949
KH.C7.276	KY.Chr7.1081
KH.C7.277	KY.Chr7.781
KH.C7.278	KY.Chr7.490
KH.C7.279	KY.Chr7.719
KH.C7.27	KY.Chr7.218
KH.C7.280	KY.Chr7.308
KH.C7.281	KY.Chr7.498
KH.C7.282	KY.UAContig20.6
KH.C7.283	KY.Chr7.861
KH.C7.284	KY.Chr7.424
KH.C7.285	KY.Chr7.710
KH.C7.286	KY.Chr7.1178
KH.C7.287	KY.Chr7.459
KH.C7.288	KY.Chr7.415
KH.C7.289	KY.Chr7.493
KH.C7.28	KY.Chr7.866
KH.C7.290	KY.Chr7.1051
KH.C7.291	KY.Chr7.916
KH.C7.292	KY.Chr7.523
KH.C7.293	KY.Chr7.430
KH.C7.294	KY.Chr7.780
KH.C7.295	KY.Chr7.304
KH.C7.296	KY.Chr7.880
KH.C7.297	KY.Chr7.204
KH.C7.298	KY.Chr7.864
KH.C7.299	KY.Chr7.1172
KH.C7.29	KY.Chr7.1026
KH.C7.2	KY.UAContig48.3
KH.C7.300	KY.Chr7.480
KH.C7.301	KY.Chr7.1208
KH.C7.302	KY.Chr7.1097
KH.C7.303	KY.Chr7.1032
KH.C7.304	KY.Chr7.724
KH.C7.305	KY.Chr7.1113
KH.C7.306	KY.Chr7.791
KH.C7.307	KY.Chr7.713
KH.C7.308	KY.Chr7.457
KH.C7.309	KY.Chr7.483
KH.C7.30	KY.Chr7.492
KH.C7.310	KY.Chr7.410
KH.C7.311	KY.Chr7.789
KH.C7.312	KY.Chr7.851
KH.C7.313	KY.Chr7.1143
KH.C7.314	KY.Chr7.1122
KH.C7.315	KY.Chr7.652
KH.C7.317	KY.Chr7.1177
KH.C7.318	KY.Chr7.1005
KH.C7.319	KY.Chr7.373
KH.C7.31	KY.Chr7.1139
KH.C7.320	KY.Chr7.403
KH.C7.321	KY.Chr7.470
KH.C7.322	KY.Chr7.398
KH.C7.323	KY.Chr7.630
KH.C7.324	KY.Chr7.1066
KH.C7.325	KY.Chr7.1193
KH.C7.326	KY.Chr7.382
KH.C7.327	KY.Chr7.555
KH.C7.328	KY.Chr7.981
KH.C7.329	KY.Chr7.508
KH.C7.32	KY.Chr7.1120
KH.C7.330	KY.Chr7.813
KH.C7.331	KY.Chr7.964
KH.C7.332	KY.Chr7.405
KH.C7.333	KY.Chr7.874
KH.C7.334	KY.Chr7.440
KH.C7.335	KY.Chr7.613
KH.C7.336	KY.Chr7.1007
KH.C7.337	KY.Chr7.1140
KH.C7.338	KY.Chr7.979
KH.C7.339	KY.Chr7.674
KH.C7.33	KY.Chr7.896
KH.C7.340	KY.Chr7.759
KH.C7.341	KY.Chr7.1063
KH.C7.342	KY.Chr7.473
KH.C7.343	KY.Chr7.929
KH.C7.344	KY.Chr7.675
KH.C7.345	KY.Chr7.606
KH.C7.346	KY.Chr7.358
KH.C7.347	KY.UAContig20.7
KH.C7.348	KY.Chr7.1195
KH.C7.349	KY.Chr7.668
KH.C7.34	KY.Chr7.717
KH.C7.350	KY.Chr7.834
KH.C7.351	KY.Chr7.869
KH.C7.352	KY.Chr7.881
KH.C7.353	KY.Chr7.1108
KH.C7.354	KY.Chr7.533
KH.C7.355	KY.Chr7.782
KH.C7.356	KY.Chr7.434
KH.C7.357	KY.Chr7.1056
KH.C7.358	KY.Chr7.538
KH.C7.359	KY.Chr7.502
KH.C7.35	KY.Chr7.535
KH.C7.360	KY.Chr7.715
KH.C7.361	KY.Chr7.1061
KH.C7.362	KY.UAContig26.7
KH.C7.363	KY.Chr7.900
KH.C7.364	KY.Chr7.506
KH.C7.365	KY.Chr7.390
KH.C7.366	KY.Chr7.721
KH.C7.367	KY.Chr7.803
KH.C7.368	KY.Chr7.950
KH.C7.369	KY.Chr7.437
KH.C7.36	KY.Chr7.946
KH.C7.370	KY.Chr7.956
KH.C7.371	KY.Chr7.676
KH.C7.372	KY.Chr7.745
KH.C7.373	KY.Chr7.463
KH.C7.374	KY.Chr7.551
KH.C7.375	KY.Chr7.775
KH.C7.376	KY.Chr7.1163
KH.C7.377	KY.Chr7.786
KH.C7.378	KY.Chr7.504
KH.C7.379	KY.Chr7.706
KH.C7.37	KY.Chr7.1150
KH.C7.380	KY.Chr7.844
KH.C7.381	KY.Chr7.467
KH.C7.382	KY.Chr7.1004
KH.C7.383	KY.Chr7.454
KH.C7.384	KY.Chr7.367
KH.C7.385	KY.Chr7.481
KH.C7.386	KY.Chr7.950
KH.C7.387	KY.Chr7.284
KH.C7.388	KY.Chr7.965
KH.C7.389	KY.Chr7.907
KH.C7.38	KY.Chr7.729
KH.C7.390	KY.Chr7.1047
KH.C7.391	KY.Chr7.686
KH.C7.392	KY.Chr7.663
KH.C7.393	KY.Chr7.1009
KH.C7.394	KY.Chr7.1184
KH.C7.395	KY.Chr7.949
KH.C7.397	KY.Chr7.637
KH.C7.398	KY.Chr7.1182
KH.C7.399	KY.Chr7.922
KH.C7.39	KY.Chr7.700
KH.C7.3	KY.Chr7.904
KH.C7.400	KY.Chr7.1166
KH.C7.401	KY.Chr7.960
KH.C7.402	KY.Chr7.628
KH.C7.403	KY.Chr7.798
KH.C7.404	KY.Chr7.266
KH.C7.405	KY.Chr7.389
KH.C7.406	KY.Chr7.1067
KH.C7.407	KY.Chr7.829
KH.C7.408	KY.Chr7.1168
KH.C7.409	KY.Chr7.642
KH.C7.40	KY.Chr7.1104
KH.C7.410	KY.Chr7.407
KH.C7.411	KY.Chr7.384
KH.C7.412	KY.Chr7.411
KH.C7.413	KY.Chr7.283
KH.C7.414	KY.Chr7.846
KH.C7.415	KY.Chr7.891
KH.C7.416	KY.Chr7.250
KH.C7.417	KY.Chr7.307
KH.C7.418	KY.Chr7.558
KH.C7.419	KY.Chr7.1176
KH.C7.41	KY.Chr7.381
KH.C7.421	KY.Chr7.249
KH.C7.422	KY.Chr7.873
KH.C7.423	KY.Chr7.1083
KH.C7.424	KY.Chr7.1060
KH.C7.425	KY.Chr7.221
KH.C7.426	KY.Chr7.261
KH.C7.427	KY.Chr7.528
KH.C7.428	KY.Chr7.1048
KH.C7.429	KY.Chr7.687
KH.C7.42	KY.Chr7.443
KH.C7.430	KY.Chr7.429
KH.C7.431	KY.Chr7.532
KH.C7.432	KY.Chr7.220
KH.C7.433	KY.Chr7.249
KH.C7.434	KY.Chr7.695
KH.C7.435	KY.Chr7.1185
KH.C7.436	KY.Chr7.1014
KH.C7.437	KY.Chr7.241
KH.C7.438	KY.Chr7.908
KH.C7.439	KY.Chr7.974
KH.C7.43	KY.Chr7.1173
KH.C7.440	KY.Chr7.920
KH.C7.441	KY.Chr7.1117
KH.C7.442	KY.Chr7.1074
KH.C7.443	KY.Chr7.1161
KH.C7.444	KY.Chr7.692
KH.C7.445	KY.Chr7.730
KH.C7.446	KY.Chr7.658
KH.C7.447	KY.Chr7.603
KH.C7.448	KY.Chr7.651
KH.C7.449	KY.Chr7.511
KH.C7.44	KY.Chr7.1039
KH.C7.450	KY.Chr7.625
KH.C7.451	KY.Chr7.828
KH.C7.452	KY.Chr7.286
KH.C7.453	KY.Chr7.746
KH.C7.454	KY.Chr7.672
KH.C7.455	KY.Chr7.1179
KH.C7.456	KY.Chr7.252
KH.C7.457	KY.Chr7.216
KH.C7.458	KY.Chr7.494
KH.C7.459	KY.Chr7.860
KH.C7.45	KY.Chr7.754
KH.C7.460	KY.Chr7.690
KH.C7.461	KY.Chr7.460
KH.C7.462	KY.Chr7.725
KH.C7.463	KY.Chr7.469
KH.C7.464	KY.Chr7.819
KH.C7.465	KY.Chr7.1155
KH.C7.466	KY.Chr7.982
KH.C7.467	KY.Chr7.1132
KH.C7.468	KY.Chr7.507
KH.C7.469	KY.Chr7.402
KH.C7.46	KY.Chr7.306
KH.C7.470	KY.Chr7.667
KH.C7.471	KY.Chr7.760
KH.C7.472	KY.Chr7.704
KH.C7.473	KY.Chr7.528
KH.C7.474	KY.Chr7.767
KH.C7.475	KY.Chr7.799
KH.C7.476	KY.Chr7.967
KH.C7.477	KY.Chr7.1174
KH.C7.478	KY.Chr7.540
KH.C7.479	KY.Chr7.1101
KH.C7.47	KY.Chr7.479
KH.C7.480	KY.Chr7.408
KH.C7.481	KY.Chr7.741
KH.C7.482	KY.Chr7.718
KH.C7.483	KY.Chr7.268
KH.C7.484	KY.Chr7.915
KH.C7.485	KY.Chr7.210
KH.C7.486	KY.Chr7.395
KH.C7.487	KY.Chr7.449
KH.C7.488	KY.Chr7.512
KH.C7.489	KY.Chr7.397
KH.C7.48	KY.Chr7.1110
KH.C7.490	KY.Chr7.569
KH.C7.491	KY.Chr7.285
KH.C7.492	KY.Chr7.519
KH.C7.493	KY.Chr7.615
KH.C7.494	KY.Chr7.524
KH.C7.495	KY.Chr7.1077
KH.C7.496	KY.Chr7.635
KH.C7.497	KY.Chr7.669
KH.C7.498	KY.Chr7.1151
KH.C7.499	KY.Chr7.536
KH.C7.49	KY.Chr7.609
KH.C7.4	KY.Chr7.1149
KH.C7.500	KY.Chr7.209
KH.C7.501	KY.Chr7.416
KH.C7.502	KY.Chr7.503
KH.C7.503	KY.Chr7.640
KH.C7.504	KY.Chr7.639
KH.C7.505	KY.Chr7.662
KH.C7.506	KY.Chr7.213
KH.C7.507	KY.Chr7.626
KH.C7.508	KY.Chr7.1207
KH.C7.50	KY.Chr7.836
KH.C7.510	KY.Chr7.818
KH.C7.511	KY.Chr7.383
KH.C7.512	KY.Chr7.274
KH.C7.513	KY.Chr7.835
KH.C7.514	KY.Chr7.757
KH.C7.515	KY.Chr7.688
KH.C7.516	KY.Chr7.1134
KH.C7.517	KY.Chr7.392
KH.C7.518	KY.Chr7.795
KH.C7.519	KY.Chr7.1102
KH.C7.51	KY.Chr7.622
KH.C7.520	KY.Chr7.722
KH.C7.521	KY.Chr7.527
KH.C7.522	KY.Chr7.1078
KH.C7.523	KY.Chr7.659
KH.C7.524	KY.Chr7.624
KH.C7.525	KY.Chr7.1147
KH.C7.526	KY.Chr7.755
KH.C7.527	KY.Chr7.1129
KH.C7.528	KY.Chr7.478
KH.C7.529	KY.Chr7.1100
KH.C7.52	KY.Chr7.263
KH.C7.530	KY.Chr7.1169
KH.C7.531	KY.Chr7.807
KH.C7.532	KY.Chr7.1012
KH.C7.533	KY.Chr7.625
KH.C7.534	KY.Chr7.537
KH.C7.535	KY.Chr7.1133
KH.C7.536	KY.Chr7.878
KH.C7.537	KY.Chr7.795
KH.C7.538	KY.Chr7.452
KH.C7.539	KY.Chr7.442
KH.C7.53	KY.Chr7.515
KH.C7.540	KY.Chr7.991
KH.C7.541	KY.Chr7.215
KH.C7.542	KY.Chr7.206
KH.C7.543	KY.Chr7.927
KH.C7.544	KY.Chr7.893
KH.C7.545	KY.Chr7.565
KH.C7.546	KY.Chr7.723
KH.C7.547	KY.Chr7.618
KH.C7.548	KY.Chr7.365
KH.C7.549	KY.Chr7.1128
KH.C7.54	KY.Chr7.631
KH.C7.550	KY.Chr7.281
KH.C7.551	KY.Chr7.944
KH.C7.552	KY.Chr7.229
KH.C7.553	KY.Chr7.1058
KH.C7.554	KY.Chr7.890
KH.C7.555	KY.Chr7.513
KH.C7.556	KY.Chr7.484
KH.C7.557	KY.Chr7.732
KH.C7.558	KY.Chr7.393
KH.C7.559	KY.Chr7.859
KH.C7.55	KY.Chr7.239
KH.C7.560	KY.Chr7.653
KH.C7.561	KY.Chr7.809
KH.C7.562	KY.Chr7.941
KH.C7.563	KY.Chr7.788
KH.C7.564	KY.Chr7.629
KH.C7.565	KY.Chr7.1181
KH.C7.566	KY.Chr7.299
KH.C7.567	KY.UAContig48.2
KH.C7.568	KY.Chr7.845
KH.C7.569	KY.Chr7.938
KH.C7.56	KY.Chr7.793
KH.C7.570	KY.Chr7.863
KH.C7.571	KY.Chr7.875
KH.C7.572	KY.Chr7.1023
KH.C7.573	KY.Chr7.432
KH.C7.574	KY.Chr7.1175
KH.C7.575	KY.Chr7.399
KH.C7.576	KY.Chr7.1053
KH.C7.578	KY.Chr7.363
KH.C7.579	KY.Chr7.699
KH.C7.57	KY.Chr7.1096
KH.C7.580	KY.Chr7.1123
KH.C7.581	KY.Chr7.217
KH.C7.582	KY.Chr7.1076
KH.C7.583	KY.Chr7.233
KH.C7.584	KY.Chr7.1015
KH.C7.585	KY.Chr7.1065
KH.C7.586	KY.Chr7.421
KH.C7.587	KY.Chr7.910
KH.C7.588	KY.Chr7.849
KH.C7.589	KY.Chr7.247
KH.C7.58	KY.Chr7.711
KH.C7.590	KY.Chr7.969
KH.C7.591	KY.Chr7.1205
KH.C7.592	KY.Chr7.909
KH.C7.593	KY.Chr7.765
KH.C7.594	KY.Chr7.1109
KH.C7.595	KY.Chr7.1080
KH.C7.596	KY.Chr7.999
KH.C7.597	KY.Chr7.1124
KH.C7.598	KY.Chr7.380
KH.C7.599	KY.Chr7.894
KH.C7.59	KY.Chr7.914
KH.C7.5	KY.Chr7.1203
KH.C7.600	KY.Chr7.877
KH.C7.601	KY.Chr13.370
KH.C7.602	KY.Chr7.691
KH.C7.603	KY.Chr7.1020
KH.C7.604	KY.Chr7.462
KH.C7.605	KY.Chr7.262
KH.C7.606	KY.Chr7.517
KH.C7.607	KY.Chr7.708
KH.C7.608	KY.Chr7.832
KH.C7.609	KY.Chr7.455
KH.C7.60	KY.Chr7.1026
KH.C7.610	KY.Chr7.1163
KH.C7.611	KY.Chr7.824
KH.C7.612	KY.Chr7.248
KH.C7.613	KY.Chr7.390
KH.C7.614	KY.Chr7.607
KH.C7.615	KY.Chr7.990
KH.C7.616	KY.Chr7.677
KH.C7.617	KY.Chr7.1054
KH.C7.618	KY.Chr7.638
KH.C7.619	KY.Chr7.1024
KH.C7.61	KY.Chr7.1022
KH.C7.620	KY.Chr7.662
KH.C7.621	KY.Chr7.610
KH.C7.622	KY.Chr7.641
KH.C7.624	KY.Chr7.876
KH.C7.625	KY.Chr7.820
KH.C7.626	KY.Chr7.500
KH.C7.627	KY.Chr7.273
KH.C7.628	KY.Chr7.563
KH.C7.629	KY.Chr7.260
KH.C7.62	KY.Chr7.601
KH.C7.630	KY.Chr7.510
KH.C7.631	KY.Chr7.681
KH.C7.632	KY.Chr7.811
KH.C7.633	KY.Chr7.425
KH.C7.635	KY.Chr7.487
KH.C7.636	KY.Chr7.924
KH.C7.637	KY.Chr7.1118
KH.C7.638	KY.Chr7.1079
KH.C7.639	KY.Chr7.959
KH.C7.63	KY.Chr7.522
KH.C7.640	KY.Chr7.371
KH.C7.641	KY.Chr7.1142
KH.C7.642	KY.Chr7.1138
KH.C7.643	KY.Chr7.514
KH.C7.644	KY.Chr7.895
KH.C7.645	KY.Chr7.684
KH.C7.646	KY.Chr7.962
KH.C7.648	KY.Chr7.886
KH.C7.649	KY.Chr7.682
KH.C7.64	KY.Chr7.529
KH.C7.650	KY.Chr7.764
KH.C7.651	KY.Chr7.1183
KH.C7.652	KY.Chr7.1070
KH.C7.653	KY.Chr7.796
KH.C7.654	KY.Chr7.404
KH.C7.655	KY.Chr7.553
KH.C7.656	KY.Chr7.1069
KH.C7.657	KY.Chr7.1099
KH.C7.658	KY.Chr7.1019
KH.C7.659	KY.Chr7.230
KH.C7.65	KY.Chr7.489
KH.C7.660	KY.Chr7.242
KH.C7.661	KY.Chr7.733
KH.C7.662	KY.Chr7.552
KH.C7.663	KY.Chr7.665
KH.C7.664	KY.Chr7.678
KH.C7.665	KY.Chr7.1116
KH.C7.666	KY.Chr7.547
KH.C7.667	KY.Chr7.680
KH.C7.668	KY.Chr7.792
KH.C7.669	KY.Chr5.1075
KH.C7.66	KY.Chr7.531
KH.C7.670	KY.Chr7.756
KH.C7.671	KY.Chr7.923
KH.C7.672	KY.Chr7.694
KH.C7.673	KY.Chr7.666
KH.C7.674	KY.Chr7.1094
KH.C7.675	KY.Chr7.726
KH.C7.676	KY.Chr7.679
KH.C7.677	KY.Chr7.742
KH.C7.678	KY.Chr7.1186
KH.C7.679	KY.Chr7.369
KH.C7.67	KY.Chr7.868
KH.C7.680	KY.Chr7.292
KH.C7.681	KY.Chr7.1108
KH.C7.682	KY.Chr7.269
KH.C7.683	KY.Chr7.867
KH.C7.684	KY.Chr7.981
KH.C7.685	KY.Chr7.697
KH.C7.686	KY.Chr7.1098
KH.C7.687	KY.Chr7.418
KH.C7.688	KY.Chr7.1085
KH.C7.689	KY.Chr7.858
KH.C7.68	KY.Chr7.375
KH.C7.690	KY.Chr7.388
KH.C7.691	KY.Chr7.627
KH.C7.692	KY.Chr7.1153
KH.C7.693	KY.Chr7.727
KH.C7.694	KY.Chr7.808
KH.C7.695	KY.Chr7.945
KH.C7.696	KY.Chr7.970
KH.C7.698	KY.Chr7.621
KH.C7.699	KY.Chr7.243
KH.C7.69	KY.Chr7.609
KH.C7.6	KY.Chr7.554
KH.C7.700	KY.Chr7.555
KH.C7.701	KY.Chr7.433
KH.C7.702	KY.Chr7.932
KH.C7.703	KY.Chr7.1202
KH.C7.704	KY.Chr7.1192
KH.C7.705	KY.Chr7.730
KH.C7.706	KY.Chr7.441
KH.C7.707	KY.Chr7.705
KH.C7.708	KY.Chr7.1006
KH.C7.709	KY.Chr7.546
KH.C7.70	KY.Chr7.305
KH.C7.710	KY.Chr7.960
KH.C7.711	KY.Chr7.1213
KH.C7.712	KY.Chr7.1055
KH.C7.713	KY.Chr7.374
KH.C7.714	KY.Chr7.931
KH.C7.715	KY.Chr7.1013
KH.C7.716	KY.Chr7.683
KH.C7.717	KY.Chr7.412
KH.C7.718	KY.Chr7.400
KH.C7.719	KY.Chr7.1095
KH.C7.71	KY.Chr7.543
KH.C7.720	KY.Chr7.770
KH.C7.721	KY.Chr7.776
KH.C7.722	KY.Chr7.602
KH.C7.723	KY.Chr7.989
KH.C7.724	KY.Chr7.1018
KH.C7.725	KY.Chr7.226
KH.C7.726	KY.Chr7.855
KH.C7.727	KY.Chr7.913
KH.C7.728	KY.Chr7.841
KH.C7.729	KY.Chr7.826
KH.C7.72	KY.Chr7.827
